title;rating;country;genre
Ransom;6.7;United States of America;Action films
Ransom;6.7;United States of America;Crime films
Ransom;6.7;United States of America;Mystery films
Ransom;6.7;United States of America;Neo-noir
Hoosiers;7.6;United States of America;Drama films
Hoosiers;7.6;United States of America;Drama films
Skammen;7.1;Sverige;Drama films
Hollow Reed;7.2;Reino de España;Drama films
Il mio nome è Nessuno;6.8;République française;Comedy films
Il mio nome è Nessuno;6.8;Italia;Spaghetti Westerns
Il mio nome è Nessuno;6.8;Repubblica Italiana;Spaghetti Westerns
Il mio nome è Nessuno;6.8;République française;Spaghetti Westerns
Il mio nome è Nessuno;6.8;Italia;Parody films
Il mio nome è Nessuno;6.8;Repubblica Italiana;Parody films
Il mio nome è Nessuno;6.8;République française;Parody films
Il mio nome è Nessuno;6.8;Italia;Comedy films
Il mio nome è Nessuno;6.8;Repubblica Italiana;Comedy films
Il mio nome è Nessuno;6.8;République française;Comedy films
Il mio nome è Nessuno;6.8;Italia;Spaghetti Westerns
Il mio nome è Nessuno;6.8;Repubblica Italiana;Spaghetti Westerns
Il mio nome è Nessuno;6.8;République française;Spaghetti Westerns
Il mio nome è Nessuno;6.8;Italia;Parody films
Il mio nome è Nessuno;6.8;Repubblica Italiana;Parody films
Il mio nome è Nessuno;6.8;République française;Parody films
Il mio nome è Nessuno;6.8;Italia;Comedy films
Il mio nome è Nessuno;6.8;Repubblica Italiana;Comedy films
Il mio nome è Nessuno;6.8;République française;Comedy films
Il mio nome è Nessuno;6.8;Italia;Spaghetti Westerns
Il mio nome è Nessuno;6.8;Repubblica Italiana;Spaghetti Westerns
Il mio nome è Nessuno;6.8;République française;Spaghetti Westerns
Il mio nome è Nessuno;6.8;Italia;Parody films
Il mio nome è Nessuno;6.8;Repubblica Italiana;Parody films
Il mio nome è Nessuno;6.8;République française;Parody films
Il mio nome è Nessuno;6.8;Italia;Comedy films
Il mio nome è Nessuno;6.8;Repubblica Italiana;Comedy films
Il mio nome è Nessuno;6.8;République française;Comedy films
Il mio nome è Nessuno;6.8;Italia;Spaghetti Westerns
Il mio nome è Nessuno;6.8;Repubblica Italiana;Spaghetti Westerns
Il mio nome è Nessuno;6.8;République française;Spaghetti Westerns
Il mio nome è Nessuno;6.8;Italia;Parody films
Il mio nome è Nessuno;6.8;Repubblica Italiana;Parody films
Il mio nome è Nessuno;6.8;République française;Parody films
Frankenstein Must Be Destroyed;6.4;United Kingdom of Great Britain and Northern Ireland;Horror films
Frankenstein Must Be Destroyed;6.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
Nothing Sacred;8.9;United States of America;Comedy-drama films
Vamp;5.1;United States of America;Comedy films
Vamp;5.1;United States of America;Comedy horror
Cemetery Man;6.1;Italia;Comedy horror
Cemetery Man;6.1;Repubblica Italiana;Comedy horror
Cemetery Man;6.1;République française;Comedy horror
Cemetery Man;6.1;Italia;Comedy horror
Cemetery Man;6.1;Repubblica Italiana;Comedy horror
Cemetery Man;6.1;République française;Comedy horror
Robin and Marian;6.6;United States of America;Drama films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Drama films
Robin and Marian;6.6;United States of America;Action films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Action films
Robin and Marian;6.6;United States of America;Adventure films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Adventure films
Robin and Marian;6.6;United States of America;Drama films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Drama films
Robin and Marian;6.6;United States of America;Action films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Action films
Robin and Marian;6.6;United States of America;Adventure films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Adventure films
Robin and Marian;6.6;United States of America;Drama films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Drama films
Robin and Marian;6.6;United States of America;Action films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Action films
Robin and Marian;6.6;United States of America;Adventure films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Adventure films
Robin and Marian;6.6;United States of America;Drama films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Drama films
Robin and Marian;6.6;United States of America;Action films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Action films
Robin and Marian;6.6;United States of America;Adventure films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Adventure films
Robin and Marian;6.6;United States of America;Drama films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Drama films
Robin and Marian;6.6;United States of America;Action films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Action films
Robin and Marian;6.6;United States of America;Adventure films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Adventure films
Robin and Marian;6.6;United States of America;Drama films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Drama films
Robin and Marian;6.6;United States of America;Action films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Action films
Robin and Marian;6.6;United States of America;Adventure films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Adventure films
Robin and Marian;6.6;United States of America;Drama films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Drama films
Robin and Marian;6.6;United States of America;Action films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Action films
Robin and Marian;6.6;United States of America;Adventure films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Adventure films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
The People That Time Forgot;5.4;United States of America;Fantasy films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Fantasy films
The People That Time Forgot;5.4;United States of America;Adventure films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Adventure films
The People That Time Forgot;5.4;United States of America;Science fiction films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
The People That Time Forgot;5.4;United States of America;Fantasy films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Fantasy films
The People That Time Forgot;5.4;United States of America;Adventure films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Adventure films
The People That Time Forgot;5.4;United States of America;Science fiction films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
The People That Time Forgot;5.4;United States of America;Fantasy films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Fantasy films
The People That Time Forgot;5.4;United States of America;Adventure films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Adventure films
The People That Time Forgot;5.4;United States of America;Science fiction films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
The People That Time Forgot;5.4;United States of America;Fantasy films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Fantasy films
The People That Time Forgot;5.4;United States of America;Adventure films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Adventure films
The People That Time Forgot;5.4;United States of America;Science fiction films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
The People That Time Forgot;5.4;United States of America;Fantasy films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Fantasy films
The People That Time Forgot;5.4;United States of America;Adventure films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Adventure films
The People That Time Forgot;5.4;United States of America;Science fiction films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
The People That Time Forgot;5.4;United States of America;Fantasy films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Fantasy films
The People That Time Forgot;5.4;United States of America;Adventure films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Adventure films
The People That Time Forgot;5.4;United States of America;Science fiction films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
The People That Time Forgot;5.4;United States of America;Fantasy films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Fantasy films
The People That Time Forgot;5.4;United States of America;Adventure films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Adventure films
The People That Time Forgot;5.4;United States of America;Science fiction films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
The People That Time Forgot;5.4;United States of America;Fantasy films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Fantasy films
The People That Time Forgot;5.4;United States of America;Adventure films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Adventure films
The People That Time Forgot;5.4;United States of America;Science fiction films
The People That Time Forgot;5.4;United Kingdom of Great Britain and Northern Ireland;Science fiction films
The Land That Time Forgot;5.2;United States of America;Fantasy films
Bhowani Junction;7;United Kingdom of Great Britain and Northern Ireland;Romance films
Mary Reilly;4.4;United States of America;Drama films
Mary Reilly;4.4;United States of America;Horror films
Mary Reilly;4.4;United States of America;Drama films
Mary Reilly;4.4;United States of America;Horror films
The Petrified Forest;7.5;United States of America;Drama films
The Petrified Forest;7.5;United States of America;Film noir
The Petrified Forest;7.5;United States of America;Crime films
Repulsion;8.9;United Kingdom of Great Britain and Northern Ireland;Drama films
Repulsion;8.9;United Kingdom of Great Britain and Northern Ireland;Horror films
Castle Freak;5.1;United States of America;Horror films
Castle Freak;5.1;United States of America;B movies
Castle Freak;5.1;United States of America;Monster movies
Clash of the Titans;6;United States of America;Fantasy films
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Fantasy films
Clash of the Titans;6;United States of America;Action films
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Action films
Clash of the Titans;6;United States of America;Adventure films
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Adventure films
Clash of the Titans;6;United States of America;Monster movies
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Monster movies
Clash of the Titans;6;United States of America;Children's films
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Children's films
Clash of the Titans;6;United States of America;Fantasy films
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Fantasy films
Clash of the Titans;6;United States of America;Action films
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Action films
Clash of the Titans;6;United States of America;Adventure films
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Adventure films
Clash of the Titans;6;United States of America;Monster movies
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Monster movies
Clash of the Titans;6;United States of America;Children's films
Clash of the Titans;6;United Kingdom of Great Britain and Northern Ireland;Children's films
Le Dernier Métro;7.4;République française;Drama films
Le Dernier Métro;7.4;République française;War films
Le Dernier Métro;7.4;République française;Drama films
Le Dernier Métro;7.4;République française;War films
The Circus;8.6;United States of America;Silent film
Days of Heaven;8.3;United States of America;Romance films
Days of Heaven;8.3;United States of America;Romance films
Raising Arizona;7.7;United States of America;Comedy films
Raising Arizona;7.7;United States of America;Action films
Raising Arizona;7.7;United States of America;Crime films
Private Resort;3.8;United States of America;Comedy films
The Search;8.3;United States of America;Drama films
The Search;8.3;United States of America;War films
New York, New York;6.3;United States of America;Drama films
New York, New York;6.3;United States of America;Musical films
New York, New York;6.3;United States of America;Romance films
New York, New York;6.3;United States of America;Drama films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Crime films
Brannigan;5.1;United Kingdom of Great Britain and Northern Ireland;Thriller films
Je t'aime moi non plus;8;République française;Drama films
Je t'aime moi non plus;8;République française;LGBT-related films
Je t'aime moi non plus;8;République française;Drama films
Je t'aime moi non plus;8;République française;LGBT-related films
Je t'aime moi non plus;8;République française;Drama films
Je t'aime moi non plus;8;République française;LGBT-related films
Je t'aime moi non plus;8;République française;Drama films
Je t'aime moi non plus;8;République française;LGBT-related films
Je t'aime moi non plus;8;République française;Drama films
Je t'aime moi non plus;8;République française;LGBT-related films
Je t'aime moi non plus;8;République française;Drama films
Je t'aime moi non plus;8;République française;LGBT-related films
Je t'aime moi non plus;8;République française;Drama films
Je t'aime moi non plus;8;République française;LGBT-related films
Sabrina;6.1;Bundesrepublik Deutschland;Drama films
Sabrina;6.1;Deutschland;Drama films
Sabrina;6.1;Bundesrepublik Deutschland;Drama films
Sabrina;6.1;Deutschland;Drama films
The Day of the Jackal;7.9;République française;Drama films
The Day of the Jackal;7.9;United Kingdom of Great Britain and Northern Ireland;Drama films
Four Weddings and a Funeral;7.6;United Kingdom of Great Britain and Northern Ireland;Drama films
The Window;6.9;United States of America;Drama films
The Window;6.9;United States of America;Film noir
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Raw Deal;7.9;United States of America;Drama films
Raw Deal;7.9;United States of America;Film noir
Seven Years in Tibet;6.3;United States of America;Drama films
Seven Years in Tibet;6.3;United States of America;War films
Seven Years in Tibet;6.3;United States of America;Biographical films
Seven Years in Tibet;6.3;United States of America;Drama films
Seven Years in Tibet;6.3;United States of America;War films
Seven Years in Tibet;6.3;United States of America;Biographical films
48 Hrs.;7.3;United States of America;Comedy films
48 Hrs.;7.3;United States of America;Action films
48 Hrs.;7.3;United States of America;Comedy films
48 Hrs.;7.3;United States of America;Action films
Hannah and Her Sisters;8.5;United States of America;Drama films
Hannah and Her Sisters;8.5;United States of America;Drama films
Dead Calm;7.5;United States of America;Horror films
Dead Calm;7.5;United States of America;Horror films
地獄門;8.3;日本;Drama films
Il generale della Rovere;7.6;Italia;Drama films
Il generale della Rovere;7.6;Repubblica Italiana;Drama films
Il generale della Rovere;7.6;République française;Drama films
Jet Pilot;5.7;United States of America;Drama films
Jet Pilot;5.7;United States of America;Action films
Billy Bathgate;5;United States of America;Drama films
Billy Bathgate;5;United States of America;Drama films
Billy Bathgate;5;United States of America;Drama films
Biloxi Blues;6.5;United States of America;Drama films
Biloxi Blues;6.5;United States of America;Comedy films
Biloxi Blues;6.5;United States of America;War films
Biloxi Blues;6.5;United States of America;Drama films
Biloxi Blues;6.5;United States of America;Comedy films
Biloxi Blues;6.5;United States of America;War films
Being Human;5.1;United States of America;Comedy-drama films
Common Threads: Stories from the Quilt;9.3;United States of America;LGBT-related films
La Religieuse;7.8;République française;LGBT-related films
Suzanne Simonin, la Religieuse de Diderot;7.8;République française;LGBT-related films
Isadora;6.9;République française;Biographical films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Murder by Decree;7.2;Canada;Horror films
Robin and Marian;6.6;United States of America;Action films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Action films
Robin and Marian;6.6;United States of America;Adventure films
Robin and Marian;6.6;United Kingdom of Great Britain and Northern Ireland;Adventure films
Lone Star;8.6;United States of America;Drama films
Lone Star;8.6;United States of America;Westerns
Lone Star;8.6;United States of America;Drama films
Lone Star;8.6;United States of America;Westerns
Camelot;6.2;United States of America;Fantasy films
Camelot;6.2;United States of America;Musical films
Camelot;6.2;United States of America;Comedy-drama films
True Believer;7;United States of America;Drama films
True Believer;7;United States of America;Drama films
Wolf;6;United States of America;Drama films
Wolf;6;United States of America;Comedy horror
Wolf;6;United States of America;Drama films
Wolf;6;United States of America;Comedy horror
Millennium;3.5;United States of America;Drama films
Millennium;3.5;United States of America;Action films
Millennium;3.5;United States of America;Science fiction films
Millennium;3.5;United States of America;Drama films
Millennium;3.5;United States of America;Action films
Millennium;3.5;United States of America;Science fiction films
$;6.4;Bundesrepublik Deutschland;Action films
$;6.4;Deutschland;Action films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
End of the Game;5.6;Bundesrepublik Deutschland;Crime films
End of the Game;5.6;Deutschland;Crime films
Heaven Knows, Mr. Allison;6.9;United Kingdom of Great Britain and Northern Ireland;Action films
Heaven Knows, Mr. Allison;6.9;United Kingdom of Great Britain and Northern Ireland;War films
Heaven Knows, Mr. Allison;6.9;United Kingdom of Great Britain and Northern Ireland;Romance films
The Emerald Forest;7.2;United Kingdom of Great Britain and Northern Ireland;Adventure films
The Emerald Forest;7.2;United Kingdom of Great Britain and Northern Ireland;Adventure films
Little Big Man;7.9;United States of America;War films
Little Big Man;7.9;United States of America;Comedy-drama films
Little Big Man;7.9;United States of America;Historical films
Little Big Man;7.9;United States of America;LGBT-related films
Little Big Man;7.9;United States of America;Westerns
An Officer and a Gentleman;7.5;United States of America;Romance films
An Officer and a Gentleman;7.5;United States of America;Romance films
ハウス;7.3;日本;Horror films
ハウス;7.3;日本;Comedy horror
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;Biographical films
Valentino;6.3;United States of America;LGBT-related films
Valentino;6.3;United Kingdom of Great Britain and Northern Ireland;LGBT-related films
Valentino;6.3;United States of America;Biographical films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
Interiors;6.8;United States of America;Drama films
The Two Jakes;5.9;United States of America;Drama films
The Two Jakes;5.9;United States of America;Drama films
Classe tous risques;8.3;Italia;Drama films
Classe tous risques;8.3;Repubblica Italiana;Drama films
Classe tous risques;8.3;République française;Drama films
Milou en mai;7;Repubblica Italiana;Comedy films
Milou en mai;7;République française;Comedy films
Milou en mai;7;Italia;slice of life
Milou en mai;7;Repubblica Italiana;slice of life
Milou en mai;7;République française;slice of life
Milou en mai;7;Repubblica Italiana;Comedy films
Milou en mai;7;République française;Comedy films
Milou en mai;7;Italia;slice of life
Milou en mai;7;Repubblica Italiana;slice of life
Milou en mai;7;République française;slice of life
Five Graves to Cairo;7.6;United States of America;Drama films
Five Graves to Cairo;7.6;United States of America;War films
Five Graves to Cairo;7.6;United States of America;Romance films
Night of the Comet;6.4;United States of America;Comedy films
Night of the Comet;6.4;United States of America;Action films
Night of the Comet;6.4;United States of America;Horror films
Night of the Comet;6.4;United States of America;Comedy horror
Night of the Comet;6.4;United States of America;Science fiction films
Night of the Comet;6.4;United States of America;Post-apocalyptic films
Nikita;7.1;Italia;Drama films
Nikita;7.1;Repubblica Italiana;Drama films
Nikita;7.1;Italia;Action films
Nikita;7.1;Repubblica Italiana;Action films
Nikita;7.1;Italia;Thriller films
Nikita;7.1;Repubblica Italiana;Thriller films
Nikita;7.1;Italia;Drama films
Nikita;7.1;Repubblica Italiana;Drama films
Nikita;7.1;Italia;Action films
The Program;5.1;United States of America;Drama films
The Program;5.1;United States of America;Action films
The Program;5.1;United States of America;Drama films
The Program;5.1;United States of America;Action films
Hail the Conquering Hero;8.5;United States of America;Comedy films
Equinox;5;United States of America;Drama films
Equinox;5;United States of America;Crime films
Equinox;5;United States of America;Drama films
Equinox;5;United States of America;Crime films
Rasputin and the Empress;7;United States of America;Drama films
Rasputin and the Empress;7;United States of America;Biographical films
Rasputin and the Empress;7;United States of America;Historical films
The Passenger;8.1;Reino de España;Drama films
The Passenger;8.1;United States of America;Drama films
Young Man with a Horn;7;United States of America;Biographical films
Young Man with a Horn;7;United States of America;Musical films
The Cowboy Way;4.2;United States of America;Buddy films
The Cowboy Way;4.2;United States of America;Buddy films
Black Rain;5.3;United States of America;Thriller films
Black Rain;5.3;United States of America;Thriller films
Casper;5.1;United States of America;Children's films
Casper;5.1;United States of America;Children's films
Nikita;7.1;Repubblica Italiana;Action films
Nikita;7.1;Italia;Thriller films
Nikita;7.1;Repubblica Italiana;Thriller films
Nikita;7.1;Italia;Drama films
Nikita;7.1;Repubblica Italiana;Drama films
Nikita;7.1;Italia;Action films
Nikita;7.1;Repubblica Italiana;Action films
Nikita;7.1;Italia;Thriller films
Nikita;7.1;Repubblica Italiana;Thriller films
Nikita;7.1;Italia;Drama films
Nikita;7.1;Repubblica Italiana;Drama films
Nikita;7.1;Italia;Action films
Nikita;7.1;Repubblica Italiana;Action films
Nikita;7.1;Italia;Thriller films
Nikita;7.1;Repubblica Italiana;Thriller films
Nikita;7.1;Italia;Drama films
Nikita;7.1;Repubblica Italiana;Drama films
Nikita;7.1;Italia;Action films
Nikita;7.1;Repubblica Italiana;Action films
Nikita;7.1;Italia;Thriller films
Nikita;7.1;Repubblica Italiana;Thriller films
THX 1138;6.9;United States of America;Drama films
White Dog;7.6;United States of America;Drama films
The Story of Temple Drake;7;United States of America;Drama films
Götter der Pest;6.7;Bundesrepublik Deutschland;Drama films
Götter der Pest;6.7;Deutschland;Drama films
Götter der Pest;6.7;Bundesrepublik Deutschland;LGBT-related films
Götter der Pest;6.7;Deutschland;LGBT-related films
Dangerous Liaisons;7.7;United Kingdom of Great Britain and Northern Ireland;Drama films
New York, New York;6.3;United States of America;Musical films
New York, New York;6.3;United States of America;Romance films
New York, New York;6.3;United States of America;Drama films
New York, New York;6.3;United States of America;Musical films
New York, New York;6.3;United States of America;Romance films
New York, New York;6.3;United States of America;Drama films
New York, New York;6.3;United States of America;Musical films
New York, New York;6.3;United States of America;Romance films
New York, New York;6.3;United States of America;Drama films
New York, New York;6.3;United States of America;Musical films
New York, New York;6.3;United States of America;Romance films
New York, New York;6.3;United States of America;Drama films
New York, New York;6.3;United States of America;Musical films
New York, New York;6.3;United States of America;Romance films
New York, New York;6.3;United States of America;Drama films
New York, New York;6.3;United States of America;Musical films
New York, New York;6.3;United States of America;Romance films
Milou en mai;7;Italia;Comedy films
Milou en mai;7;Italia;Comedy films
El Cid;6.9;United States of America;Drama films
El Cid;6.9;Italia;Drama films
El Cid;6.9;Repubblica Italiana;Drama films
El Cid;6.9;United States of America;War films
El Cid;6.9;Italia;War films
El Cid;6.9;Repubblica Italiana;War films
El Cid;6.9;United States of America;Biographical films
El Cid;6.9;Italia;Biographical films
El Cid;6.9;Repubblica Italiana;Biographical films
El Cid;6.9;United States of America;Romance films
El Cid;6.9;Italia;Romance films
El Cid;6.9;Repubblica Italiana;Romance films
The Electric Horseman;5.8;United States of America;Drama films
The Electric Horseman;5.8;United States of America;Adventure films
The Electric Horseman;5.8;United States of America;Drama films
The Electric Horseman;5.8;United States of America;Adventure films
The Electric Horseman;5.8;United States of America;Romance films
The Electric Horseman;5.8;United States of America;Romance films
True Colors;4.9;United States of America;Drama films
L'Âge d'or;8.7;République française;Drama films
Young Man with a Horn;7;United States of America;Drama films
