title;rating;country;genre
And Now for Something Completely Different;6.9;United Kingdom of Great Britain and Northern Ireland;Comedy films
On the Town;8;United States of America;Musical films
Der verrückte Professor;6.7;United States of America;Science fiction films
The Nutty Professor;6.7;United States of America;Science fiction films
Flucht aus dem Eis;6.8;Canada;Drama films
Flucht aus dem Eis;6.8;Canada;Drama films
Flucht aus dem Eis;6.8;République française;Drama films
Flucht aus dem Eis;6.8;United Kingdom of Great Britain and Northern Ireland;Drama films
Flucht aus dem Eis;6.8;Australia;Drama films
Map of the Human Heart;6.8;Canada;Drama films
Map of the Human Heart;6.8;Canada;Drama films
Map of the Human Heart;6.8;République française;Drama films
Map of the Human Heart;6.8;United Kingdom of Great Britain and Northern Ireland;Drama films
Map of the Human Heart;6.8;Australia;Drama films
Cleopatra;5.9;United Kingdom of Great Britain and Northern Ireland;Drama films
Cleopatra;5.9;United Kingdom of Great Britain and Northern Ireland;War films
Cleopatra;5.9;United Kingdom of Great Britain and Northern Ireland;Biographical films
Cleopatra;5.9;United Kingdom of Great Britain and Northern Ireland;Epic films
Cleopatra;5.9;United Kingdom of Great Britain and Northern Ireland;Romance films
Cleopatra;5.9;United Kingdom of Great Britain and Northern Ireland;Peplum films
Cleopatra;5.9;United Kingdom of Great Britain and Northern Ireland;Historical films
Laberinto de pasiones;7.6;Reino de España;Drama films
Laberinto de pasiones;7.6;Reino de España;Comedy films
Laberinto de pasiones;7.6;Reino de España;LGBT-related films
Laberinto de pasiones;7.6;Reino de España;Drama films
Laberinto de pasiones;7.6;Reino de España;Comedy films
Laberinto de pasiones;7.6;Reino de España;LGBT-related films
I vitelloni;8.7;République française;Drama films
I vitelloni;8.7;République française;Comedy films
La strada;8.8;Italia;Drama films
La strada;8.8;Repubblica Italiana;Drama films
Il bidone;8.3;Italia;Drama films
Il bidone;8.3;Repubblica Italiana;Drama films
Il bidone;8.3;République française;Drama films
Il bidone;8.3;Italia;Crime films
Il bidone;8.3;Repubblica Italiana;Crime films
Il bidone;8.3;République française;Crime films
Le notti di Cabiria;8.9;Italia;Drama films
Le notti di Cabiria;8.9;Repubblica Italiana;Drama films
Le notti di Cabiria;8.9;République française;Drama films
Le notti di Cabiria;8.9;Italia;Drama films
Le notti di Cabiria;8.9;Repubblica Italiana;Drama films
Le notti di Cabiria;8.9;République française;Drama films
Le notti di Cabiria;8.9;Italia;Drama films
Le notti di Cabiria;8.9;Repubblica Italiana;Drama films
Le notti di Cabiria;8.9;République française;Drama films
Le notti di Cabiria;8.9;Italia;Drama films
Le notti di Cabiria;8.9;Repubblica Italiana;Drama films
Le notti di Cabiria;8.9;République française;Drama films
La dolce vita;9.1;Italia;Drama films
La dolce vita;9.1;Repubblica Italiana;Drama films
La dolce vita;9.1;République française;Drama films
La dolce vita;9.1;Italia;Comedy films
La dolce vita;9.1;Repubblica Italiana;Comedy films
La dolce vita;9.1;République française;Comedy films
La dolce vita;9.1;Italia;Drama films
La dolce vita;9.1;Repubblica Italiana;Drama films
La dolce vita;9.1;République française;Drama films
La dolce vita;9.1;Italia;Comedy films
La dolce vita;9.1;Repubblica Italiana;Comedy films
La dolce vita;9.1;République française;Comedy films
La dolce vita;9.1;Italia;Drama films
La dolce vita;9.1;Repubblica Italiana;Drama films
La dolce vita;9.1;République française;Drama films
La dolce vita;9.1;Italia;Comedy films
La dolce vita;9.1;Repubblica Italiana;Comedy films
La dolce vita;9.1;République française;Comedy films
La dolce vita;9.1;Italia;Drama films
La dolce vita;9.1;Repubblica Italiana;Drama films
La dolce vita;9.1;République française;Drama films
La dolce vita;9.1;Italia;Comedy films
La dolce vita;9.1;Repubblica Italiana;Comedy films
La dolce vita;9.1;République française;Comedy films
La dolce vita;9.1;Italia;Drama films
La dolce vita;9.1;Repubblica Italiana;Drama films
La dolce vita;9.1;République française;Drama films
La dolce vita;9.1;Italia;Comedy films
La dolce vita;9.1;Repubblica Italiana;Comedy films
Travolti da un insolito destino nell'azzurro mare d'agosto;7.4;Italia;Drama films
Travolti da un insolito destino nell'azzurro mare d'agosto;7.4;Repubblica Italiana;Drama films
Travolti da un insolito destino nell'azzurro mare d'agosto;7.4;Italia;Comedy films
Travolti da un insolito destino nell'azzurro mare d'agosto;7.4;Repubblica Italiana;Comedy films
12 Angry Men;9.0;United States of America;Drama films
12 Angry Men;9.1;United States of America;Drama films
Gone with the Wind;8.8;United States of America;Drama films
Gone with the Wind;8.8;United States of America;War films
Gone with the Wind;8.8;United States of America;Romance films
Gone with the Wind;8.8;United States of America;Historical films
Giulietta degli spiriti;7.3;Repubblica Italiana;Comedy films
Giulietta degli spiriti;7.3;République française;Comedy films
Histoires extraordinaires;6.9;Italia;Drama films
Histoires extraordinaires;6.9;Repubblica Italiana;Drama films
Histoires extraordinaires;6.9;République française;Drama films
Histoires extraordinaires;6.9;Italia;Horror films
Histoires extraordinaires;6.9;Repubblica Italiana;Horror films
Histoires extraordinaires;6.9;République française;Horror films
Fellini Satyricon;7;Italia;Drama films
Fellini Satyricon;7;Repubblica Italiana;Drama films
Fellini Satyricon;7;République française;Drama films
Fellini Satyricon;7;Italia;Fantasy films
Fellini Satyricon;7;Repubblica Italiana;Fantasy films
Fellini Satyricon;7;République française;Fantasy films
Fellini Satyricon;7;Italia;Comedy films
Fellini Satyricon;7;Repubblica Italiana;Comedy films
Fellini Satyricon;7;République française;Comedy films
Fellini Satyricon;7;Italia;LGBT-related films
Fellini Satyricon;7;Repubblica Italiana;LGBT-related films
Fellini Satyricon;7;République française;LGBT-related films
I clowns;6.9;Italia;Documentary films
Cleopatra;5.9;United States of America;Drama films
Cleopatra;5.9;Confédération suisse;Drama films
Cleopatra;5.9;Schweizerische Eidgenossenschaft;Drama films
Cleopatra;5.9;Confederazione Svizzera;Drama films
Cleopatra;5.9;Confederaziun svizra;Drama films
Cleopatra;5.9;United States of America;War films
Cleopatra;5.9;Confédération suisse;War films
Cleopatra;5.9;Schweizerische Eidgenossenschaft;War films
Cleopatra;5.9;Confederazione Svizzera;War films
Cleopatra;5.9;Confederaziun svizra;War films
Cleopatra;5.9;United States of America;Biographical films
Cleopatra;5.9;Confédération suisse;Biographical films
Cleopatra;5.9;Schweizerische Eidgenossenschaft;Biographical films
Cleopatra;5.9;Confederazione Svizzera;Biographical films
Cleopatra;5.9;Confederaziun svizra;Biographical films
Cleopatra;5.9;United States of America;Epic films
Cleopatra;5.9;Confédération suisse;Epic films
Cleopatra;5.9;Schweizerische Eidgenossenschaft;Epic films
Cleopatra;5.9;Confederazione Svizzera;Epic films
Cleopatra;5.9;Confederaziun svizra;Epic films
Cleopatra;5.9;United States of America;Romance films
Cleopatra;5.9;Confédération suisse;Romance films
Cleopatra;5.9;Schweizerische Eidgenossenschaft;Romance films
Cleopatra;5.9;Confederazione Svizzera;Romance films
Cleopatra;5.9;Confederaziun svizra;Romance films
Cleopatra;5.9;United States of America;Peplum films
Cleopatra;5.9;Confédération suisse;Peplum films
Cleopatra;5.9;Schweizerische Eidgenossenschaft;Peplum films
Cleopatra;5.9;Confederazione Svizzera;Peplum films
Cleopatra;5.9;Confederaziun svizra;Peplum films
Cleopatra;5.9;United States of America;Historical films
Cleopatra;5.9;Confédération suisse;Historical films
Cleopatra;5.9;Schweizerische Eidgenossenschaft;Historical films
Cleopatra;5.9;Confederazione Svizzera;Historical films
Cleopatra;5.9;Confederaziun svizra;Historical films
14 Juillet;6;République française;Comedy films
14 Juillet;6;République française;Comedy-drama films
14 Juillet;6;République française;Comedy films
14 Juillet;6;République française;Comedy-drama films
Citizen Kane;8.4;United States of America;Drama films
Citizen Kane;9.7;United States of America;Drama films
Citizen Kane;8.4;United States of America;Biographical films
Citizen Kane;9.7;United States of America;Biographical films
Citizen Kane;8.4;United States of America;Drama films
Citizen Kane;9.7;United States of America;Drama films
Citizen Kane;8.4;United States of America;Biographical films
Citizen Kane;9.7;United States of America;Biographical films
Monty Python’s Life of Brian;8.3;United Kingdom of Great Britain and Northern Ireland;Comedy films
Monty Python’s Life of Brian;8.3;United Kingdom of Great Britain and Northern Ireland;Parody films
Monty Python’s Life of Brian;8.3;United Kingdom of Great Britain and Northern Ireland;Comedy films
Monty Python’s Life of Brian;8.3;United Kingdom of Great Britain and Northern Ireland;Parody films
Monty Python's The Meaning of Life;7.3;United Kingdom of Great Britain and Northern Ireland;Comedy films
Monty Python's The Meaning of Life;7.3;United Kingdom of Great Britain and Northern Ireland;Musical films
Monty Python's The Meaning of Life;7.3;United Kingdom of Great Britain and Northern Ireland;Comedy films
Monty Python's The Meaning of Life;7.3;United Kingdom of Great Britain and Northern Ireland;Musical films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Fantasy films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Comedy films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Science fiction films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Neo-noir
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Christmas films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Fantasy films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Comedy films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Science fiction films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Neo-noir
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Christmas films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Fantasy films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Comedy films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Science fiction films
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Neo-noir
Brazil;8.7;United Kingdom of Great Britain and Northern Ireland;Christmas films
The Ogre;7;République française;Drama films
The Ogre;7;United Kingdom of Great Britain and Northern Ireland;Drama films
The Ogre;7;Bundesrepublik Deutschland;Drama films
The Ogre;7;République française;Drama films
The Ogre;7;United Kingdom of Great Britain and Northern Ireland;Drama films
The Ogre;7;Bundesrepublik Deutschland;Drama films
Ginger e Fred;7;Italia;Comedy films
Ginger e Fred;7;Repubblica Italiana;Comedy films
Ginger e Fred;7;République française;Comedy films
Ginger e Fred;7;Bundesrepublik Deutschland;Comedy films
Ginger e Fred;7;Deutschland;Comedy films
Ginger e Fred;7;Italia;Comedy-drama films
Ginger e Fred;7;Repubblica Italiana;Comedy-drama films
Ginger e Fred;7;République française;Comedy-drama films
Ginger e Fred;7;Bundesrepublik Deutschland;Comedy-drama films
Ginger e Fred;7;Deutschland;Comedy-drama films
Ginger e Fred;7;Italia;LGBT-related films
Ginger e Fred;7;Repubblica Italiana;LGBT-related films
Ginger e Fred;7;République française;LGBT-related films
Ginger e Fred;7;Bundesrepublik Deutschland;LGBT-related films
Ginger e Fred;7;Deutschland;LGBT-related films
Ginger e Fred;7;Italia;Comedy films
Ginger e Fred;7;Repubblica Italiana;Comedy films
Ginger e Fred;7;République française;Comedy films
Ginger e Fred;7;Bundesrepublik Deutschland;Comedy films
Ginger e Fred;7;Deutschland;Comedy films
Ginger e Fred;7;Italia;Comedy-drama films
Ginger e Fred;7;Repubblica Italiana;Comedy-drama films
Ginger e Fred;7;République française;Comedy-drama films
Ginger e Fred;7;Bundesrepublik Deutschland;Comedy-drama films
Ginger e Fred;7;Deutschland;Comedy-drama films
Ginger e Fred;7;Italia;LGBT-related films
Ginger e Fred;7;Repubblica Italiana;LGBT-related films
Ginger e Fred;7;République française;LGBT-related films
Ginger e Fred;7;Bundesrepublik Deutschland;LGBT-related films
Ginger e Fred;7;Deutschland;LGBT-related films
The Magnificent Seven;8;United States of America;Drama films
The Magnificent Seven;8;United States of America;Westerns
The Magnificent Seven;8;United States of America;Action films
The Magnificent Seven;8;United States of America;Westerns
The Magnificent Seven;8;United States of America;Drama films
The Magnificent Seven;8;United States of America;Westerns
The Magnificent Seven;8;United States of America;Action films
The Magnificent Seven;8;United States of America;Westerns
The Magnificent Seven;8;United States of America;Drama films
The Magnificent Seven;8;United States of America;Westerns
The Magnificent Seven;8;United States of America;Action films
The Magnificent Seven;8;United States of America;Westerns
The Magnificent Seven;8;United States of America;Drama films
The Magnificent Seven;8;United States of America;Westerns
The Magnificent Seven;8;United States of America;Action films
The Magnificent Seven;8;United States of America;Westerns
GoldenEye;7.1;United States of America;Action films
GoldenEye;7.1;United Kingdom of Great Britain and Northern Ireland;Action films
GoldenEye;7.1;United States of America;Action films
GoldenEye;7.1;United Kingdom of Great Britain and Northern Ireland;Action films
GoldenEye;7.1;United States of America;Action films
GoldenEye;7.1;United Kingdom of Great Britain and Northern Ireland;Action films
Paradise Alley;4;United States of America;Drama films
Paradise Alley;4;United States of America;Sports films
Paradise Alley;4;United States of America;Drama films
Paradise Alley;4;United States of America;Sports films
Paradise Alley;4;United States of America;Drama films
Paradise Alley;4;United States of America;Sports films
Paradise Alley;4;United States of America;Drama films
Paradise Alley;4;United States of America;Sports films
Paradise Alley;4;United States of America;Drama films
Paradise Alley;4;United States of America;Sports films
Paradise Alley;4;United States of America;Drama films
Paradise Alley;4;United States of America;Sports films
Paradise Alley;4;United States of America;Drama films
E la nave va;6.8;République française;Drama films
E la nave va;6.8;Italia;Comedy films
E la nave va;6.8;Repubblica Italiana;Comedy films
E la nave va;6.8;République française;Comedy films
E la nave va;6.8;Italia;War films
E la nave va;6.8;Repubblica Italiana;War films
E la nave va;6.8;République française;War films
E la nave va;6.8;Italia;Musical films
E la nave va;6.8;Repubblica Italiana;Musical films
E la nave va;6.8;République française;Musical films
E la nave va;6.8;République française;Drama films
E la nave va;6.8;Italia;Comedy films
E la nave va;6.8;Repubblica Italiana;Comedy films
E la nave va;6.8;République française;Comedy films
E la nave va;6.8;Italia;War films
E la nave va;6.8;Repubblica Italiana;War films
E la nave va;6.8;République française;War films
E la nave va;6.8;Italia;Musical films
E la nave va;6.8;Repubblica Italiana;Musical films
E la nave va;6.8;République française;Musical films
Dances with Wolves;7.6;United States of America;Drama films
Dances with Wolves;7.6;United States of America;Westerns
Dances with Wolves;7.6;United States of America;Adventure films
Dances with Wolves;7.6;United States of America;War films
Dances with Wolves;7.6;United States of America;Drama films
Dances with Wolves;7.6;United States of America;Westerns
Dances with Wolves;7.6;United States of America;Adventure films
Dances with Wolves;7.6;United States of America;War films
Dances with Wolves;7.6;United States of America;Drama films
Dances with Wolves;7.6;United States of America;Westerns
Dances with Wolves;7.6;United States of America;Adventure films
Dances with Wolves;7.6;United States of America;War films
用心棒;8.8;日本;Drama films
用心棒;8.8;日本;Drama films
La dolce vita;9.1;République française;Comedy films
La dolce vita;9.1;Italia;Drama films
La dolce vita;9.1;Repubblica Italiana;Drama films
La dolce vita;9.1;République française;Drama films
La dolce vita;9.1;Italia;Comedy films
La dolce vita;9.1;Repubblica Italiana;Comedy films
La dolce vita;9.1;République française;Comedy films
La dolce vita;9.1;Italia;Drama films
La dolce vita;9.1;Repubblica Italiana;Drama films
La dolce vita;9.1;République française;Drama films
La dolce vita;9.1;Italia;Comedy films
La dolce vita;9.1;Repubblica Italiana;Comedy films
La dolce vita;9.1;République française;Comedy films
La dolce vita;9.1;Italia;Drama films
La dolce vita;9.1;Repubblica Italiana;Drama films
La dolce vita;9.1;République française;Drama films
La dolce vita;9.1;Italia;Comedy films
La dolce vita;9.1;Repubblica Italiana;Comedy films
La dolce vita;9.1;République française;Comedy films
La dolce vita;9.1;Italia;Drama films
La dolce vita;9.1;Repubblica Italiana;Drama films
La dolce vita;9.1;République française;Drama films
La dolce vita;9.1;Italia;Comedy films
La dolce vita;9.1;Repubblica Italiana;Comedy films
La dolce vita;9.1;République française;Comedy films
Giulietta degli spiriti;7.3;Italia;Drama films
Giulietta degli spiriti;7.3;Repubblica Italiana;Drama films
Giulietta degli spiriti;7.3;République française;Drama films
Giulietta degli spiriti;7.3;Italia;Fantasy films
Giulietta degli spiriti;7.3;Repubblica Italiana;Fantasy films
Giulietta degli spiriti;7.3;République française;Fantasy films
Giulietta degli spiriti;7.3;Italia;Comedy films
Giulietta degli spiriti;7.3;Repubblica Italiana;Comedy films
Giulietta degli spiriti;7.3;République française;Comedy films
Giulietta degli spiriti;7.3;Italia;Drama films
Giulietta degli spiriti;7.3;Repubblica Italiana;Drama films
Giulietta degli spiriti;7.3;République française;Drama films
Giulietta degli spiriti;7.3;Italia;Fantasy films
Giulietta degli spiriti;7.3;Repubblica Italiana;Fantasy films
Giulietta degli spiriti;7.3;République française;Fantasy films
Giulietta degli spiriti;7.3;Italia;Comedy films
Giulietta degli spiriti;7.3;Repubblica Italiana;Comedy films
Giulietta degli spiriti;7.3;République française;Comedy films
Giulietta degli spiriti;7.3;Italia;Drama films
Giulietta degli spiriti;7.3;Repubblica Italiana;Drama films
Giulietta degli spiriti;7.3;République française;Drama films
Giulietta degli spiriti;7.3;Italia;Fantasy films
Giulietta degli spiriti;7.3;Repubblica Italiana;Fantasy films
Giulietta degli spiriti;7.3;République française;Fantasy films
Giulietta degli spiriti;7.3;Italia;Comedy films
Hackers;4.8;United States of America;Crime films
Hackers;4.8;United States of America;Teen films
Hackers;4.8;United States of America;Thriller films
Hackers;4.8;United States of America;Crime films
Hackers;4.8;United States of America;Teen films
Hackers;4.8;United States of America;Thriller films
Thursday;5.1;United States of America;Neo-noir
Star Wars;8.8;United States of America;Fantasy films
Star Wars;8.6;United States of America;Fantasy films
Star Wars;4,5/5;United States of America;Fantasy films
Star Wars;4,4/5;United States of America;Fantasy films
Star Wars;8.8;United States of America;Action films
Star Wars;8.6;United States of America;Action films
Star Wars;4,5/5;United States of America;Action films
Star Wars;4,4/5;United States of America;Action films
Star Wars;8.8;United States of America;Adventure films
Star Wars;8.6;United States of America;Adventure films
Star Wars;4,5/5;United States of America;Adventure films
Star Wars;4,4/5;United States of America;Adventure films
Star Wars;8.8;United States of America;Space opera
Star Wars;8.6;United States of America;Space opera
Star Wars;4,5/5;United States of America;Space opera
Star Wars;4,4/5;United States of America;Space opera
Star Wars;8.8;United States of America;Science fiction films
Star Wars;8.6;United States of America;Science fiction films
Star Wars;4,5/5;United States of America;Science fiction films
Star Wars;4,4/5;United States of America;Science fiction films
Star Wars;8.8;United States of America;Fantasy films
Star Wars;8.6;United States of America;Fantasy films
Star Wars;4,5/5;United States of America;Fantasy films
Star Wars;4,4/5;United States of America;Fantasy films
Star Wars;8.8;United States of America;Action films
Star Wars;8.6;United States of America;Action films
Star Wars;4,5/5;United States of America;Action films
Star Wars;4,4/5;United States of America;Action films
Star Wars;8.8;United States of America;Adventure films
Star Wars;8.6;United States of America;Adventure films
Star Wars;4,5/5;United States of America;Adventure films
Star Wars;4,4/5;United States of America;Adventure films
Star Wars;8.8;United States of America;Space opera
Star Wars;8.6;United States of America;Space opera
Star Wars;4,5/5;United States of America;Space opera
Star Wars;4,4/5;United States of America;Space opera
Star Wars;8.8;United States of America;Science fiction films
Star Wars;8.6;United States of America;Science fiction films
Star Wars;4,5/5;United States of America;Science fiction films
Star Wars;4,4/5;United States of America;Science fiction films
Star Wars;8.8;United States of America;Fantasy films
Star Wars;8.6;United States of America;Fantasy films
Star Wars;4,5/5;United States of America;Fantasy films
Star Wars;4,4/5;United States of America;Fantasy films
Star Wars;8.8;United States of America;Action films
Star Wars;8.6;United States of America;Action films
Star Wars;4,5/5;United States of America;Action films
Star Wars;4,4/5;United States of America;Action films
Star Wars;8.8;United States of America;Adventure films
Star Wars;8.6;United States of America;Adventure films
Star Wars;4,5/5;United States of America;Adventure films
Star Wars;4,4/5;United States of America;Adventure films
Star Wars;8.8;United States of America;Space opera
Star Wars;8.6;United States of America;Space opera
Star Wars;4,5/5;United States of America;Space opera
Star Wars;4,4/5;United States of America;Space opera
Star Wars;8.8;United States of America;Science fiction films
Star Wars;8.6;United States of America;Science fiction films
Star Wars;4,5/5;United States of America;Science fiction films
Star Wars;4,4/5;United States of America;Science fiction films
Lo sceicco bianco;7.7;Italia;Drama films
Lo sceicco bianco;7.7;Repubblica Italiana;Drama films
Lo sceicco bianco;7.7;Italia;Comedy films
Lo sceicco bianco;7.7;Repubblica Italiana;Comedy films
I vitelloni;8.7;Italia;Drama films
I vitelloni;8.7;Repubblica Italiana;Comedy films
Maximum Overdrive;4;United States of America;Comedy films
Maximum Overdrive;4;United States of America;Action films
Maximum Overdrive;4;United States of America;Horror films
Maximum Overdrive;4;United States of America;Science fiction films
Maximum Overdrive;4;United States of America;Comedy films
Maximum Overdrive;4;United States of America;Action films
Maximum Overdrive;4;United States of America;Horror films
Maximum Overdrive;4;United States of America;Science fiction films
Scarface;7.5;United States of America;Drama films
Scarface;7.5;United States of America;Action films
Scarface;7.5;United States of America;Crime films
Scarface;7.5;United States of America;Drama films
Scarface;7.5;United States of America;Action films
Scarface;7.5;United States of America;Crime films
Scarface;7.5;United States of America;Drama films
Scarface;7.5;United States of America;Action films
Scarface;7.5;United States of America;Crime films
Taxi Driver;9.1;United States of America;Drama films
Taxi Driver;9.1;United States of America;Neo-noir
Taxi Driver;9.1;United States of America;Drama films
Taxi Driver;9.1;United States of America;Neo-noir
Taxi Driver;9.1;United States of America;Drama films
Taxi Driver;9.1;United States of America;Neo-noir
Family Plot;7;United States of America;Comedy films
Family Plot;7;United States of America;Crime films
Family Plot;7;United States of America;Mystery films
Family Plot;7;United States of America;Thriller films
Family Plot;7;United States of America;Comedy films
Family Plot;7;United States of America;Crime films
Family Plot;7;United States of America;Mystery films
Family Plot;7;United States of America;Thriller films
Family Plot;7;United States of America;Comedy films
Family Plot;7;United States of America;Crime films
Family Plot;7;United States of America;Mystery films
Family Plot;7;United States of America;Thriller films
Family Plot;7;United States of America;Comedy films
Family Plot;7;United States of America;Crime films
Family Plot;7;United States of America;Mystery films
Family Plot;7;United States of America;Thriller films
Family Plot;7;United States of America;Comedy films
Family Plot;7;United States of America;Crime films
Family Plot;7;United States of America;Mystery films
Family Plot;7;United States of America;Thriller films
Family Plot;7;United States of America;Comedy films
Family Plot;7;United States of America;Crime films
Family Plot;7;United States of America;Mystery films
Family Plot;7;United States of America;Thriller films
Family Plot;7;United States of America;Comedy films
Family Plot;7;United States of America;Crime films
Gotcha!;5;United States of America;Comedy films
Gotcha!;5;United States of America;Action films
Gotcha!;5;United States of America;Comedy films
Gotcha!;5;United States of America;Action films
Eraserhead;8.3;United States of America;Drama films
Eraserhead;8.3;United States of America;Fantasy films
Eraserhead;8.3;United States of America;Drama films
Eraserhead;8.3;United States of America;Fantasy films
Eraserhead;8.3;United States of America;Drama films
Eraserhead;8.3;United States of America;Fantasy films
E.T. the Extra-Terrestrial;9.3;United States of America;Drama films
E.T. the Extra-Terrestrial;9.3;United States of America;Science fiction films
E.T. the Extra-Terrestrial;9.3;United States of America;Children's films
E.T. the Extra-Terrestrial;9.3;United States of America;Drama films
E.T. the Extra-Terrestrial;9.3;United States of America;Science fiction films
E.T. the Extra-Terrestrial;9.3;United States of America;Children's films
E.T. the Extra-Terrestrial;9.3;United States of America;Drama films
E.T. the Extra-Terrestrial;9.3;United States of America;Science fiction films
E.T. the Extra-Terrestrial;9.3;United States of America;Children's films
E.T. the Extra-Terrestrial;9.3;United States of America;Drama films
E.T. the Extra-Terrestrial;9.3;United States of America;Science fiction films
E.T. the Extra-Terrestrial;9.3;United States of America;Children's films
E.T. the Extra-Terrestrial;9.3;United States of America;Drama films
E.T. the Extra-Terrestrial;9.3;United States of America;Science fiction films
E.T. the Extra-Terrestrial;9.3;United States of America;Children's films
E.T. the Extra-Terrestrial;9.3;United States of America;Drama films
E.T. the Extra-Terrestrial;9.3;United States of America;Science fiction films
E.T. the Extra-Terrestrial;9.3;United States of America;Children's films
E.T. the Extra-Terrestrial;9.3;United States of America;Drama films
E.T. the Extra-Terrestrial;9.3;United States of America;Science fiction films
E.T. the Extra-Terrestrial;9.3;United States of America;Children's films
8½;8.4;Italia;Drama films
8½;8.4;Repubblica Italiana;Drama films
8½;8.4;République française;Drama films
8½;8.4;Italia;Fantasy films
8½;8.4;Repubblica Italiana;Fantasy films
8½;8.4;République française;Fantasy films
8½;8.4;Italia;Comedy-drama films
8½;8.4;Repubblica Italiana;Comedy-drama films
8½;8.4;République française;Comedy-drama films
8½;8.4;Italia;Drama films
8½;8.4;Repubblica Italiana;Drama films
8½;8.4;République française;Drama films
8½;8.4;Italia;Fantasy films
8½;8.4;Repubblica Italiana;Fantasy films
8½;8.4;République française;Fantasy films
8½;8.4;Italia;Comedy-drama films
8½;8.4;Repubblica Italiana;Comedy-drama films
8½;8.4;République française;Comedy-drama films
8½;8.4;Italia;Drama films
用心棒;8.8;日本;Drama films
Africa Screams;5.4;United States of America;Comedy films
Visions of Light;8.4;日本;Documentary films
Visions of Light;8.4;United States of America;Documentary films
Knight Moves;3.7;Deutschland;Crime films
Knight Moves;3.7;Deutschland;Mystery films
Knight Moves;3.7;Deutschland;Thriller films
Knight Moves;3.7;Deutschland;Crime films
Knight Moves;3.7;Deutschland;Mystery films
Knight Moves;3.7;Deutschland;Thriller films
Knight Moves;3.7;Deutschland;Crime films
Knight Moves;3.7;Deutschland;Mystery films
Knight Moves;3.7;Deutschland;Thriller films
Knight Moves;3.7;United States of America;Crime films
Knight Moves;3.7;Bundesrepublik Deutschland;Crime films
Knight Moves;3.7;United States of America;Mystery films
Knight Moves;3.7;Bundesrepublik Deutschland;Mystery films
Knight Moves;3.7;United States of America;Thriller films
Knight Moves;3.7;Bundesrepublik Deutschland;Thriller films
Knight Moves;3.7;United States of America;Crime films
Knight Moves;3.7;Bundesrepublik Deutschland;Crime films
Knight Moves;3.7;United States of America;Mystery films
Knight Moves;3.7;Bundesrepublik Deutschland;Mystery films
Knight Moves;3.7;United States of America;Thriller films
Knight Moves;3.7;Bundesrepublik Deutschland;Thriller films
Knight Moves;3.7;United States of America;Crime films
Knight Moves;3.7;Bundesrepublik Deutschland;Crime films
Knight Moves;3.7;United States of America;Mystery films
Knight Moves;3.7;Bundesrepublik Deutschland;Mystery films
Knight Moves;3.7;United States of America;Thriller films
Knight Moves;3.7;Bundesrepublik Deutschland;Thriller films
Live and Let Die;5.7;United States of America;Blaxploitation
Live and Let Die;5.7;United Kingdom of Great Britain and Northern Ireland;Blaxploitation
Live and Let Die;5.7;United States of America;Blaxploitation
Live and Let Die;5.7;United Kingdom of Great Britain and Northern Ireland;Blaxploitation
The People Under the Stairs;5.9;United States of America;Horror films
The People Under the Stairs;5.9;United States of America;Comedy horror
The People Under the Stairs;5.9;United States of America;Horror films
The People Under the Stairs;5.9;United States of America;Comedy horror
Fly Away Home;7.2;United States of America;Drama films
Fly Away Home;7.2;United States of America;Biographical films
Fly Away Home;7.2;United States of America;Comedy-drama films
Fly Away Home;7.2;United States of America;Drama films
Fly Away Home;7.2;United States of America;Biographical films
Fly Away Home;7.2;United States of America;Comedy-drama films
Lonely Are the Brave;8.3;United States of America;Drama films
Lonely Are the Brave;8.3;United States of America;Westerns
Stagecoach;9.3;United States of America;Drama films
Stagecoach;9.3;United States of America;Westerns
Stagecoach;9.3;United States of America;Action films
Stagecoach;9.3;United States of America;Drama films
Stagecoach;9.3;United States of America;Westerns
Stagecoach;9.3;United States of America;Action films
It Came from Beneath the Sea;5.9;United States of America;Fantasy films
It Came from Beneath the Sea;5.9;United States of America;Action films
It Came from Beneath the Sea;5.9;United States of America;Science fiction films
It Came from Beneath the Sea;5.9;United States of America;Monster movies
Men in Black;7.5;United States of America;Comedy films
Men in Black;7.5;United States of America;Action films
Men in Black;7.5;United States of America;Science fiction films
Men in Black;7.5;United States of America;Buddy films
Men in Black;7.5;United States of America;Comedy films
Men in Black;7.5;United States of America;Action films
Men in Black;7.5;United States of America;Science fiction films
Family Plot;7;United States of America;Comedy films
Family Plot;7;United States of America;Crime films
Family Plot;7;United States of America;Mystery films
Family Plot;7;United States of America;Thriller films
Family Plot;7;United States of America;Comedy films
