name;country;gross;director;budget
The Client;United States;117600000.0; Joel  Schumacher;45000000.0
The Cook, the Thief, His Wife & Her Lover;France;7700000.0; Peter  Greenaway;
The Cook, the Thief, His Wife & Her Lover;United Kingdom;7700000.0; Peter  Greenaway;
The Cowboy Way;United States;20300000.0; Gregg  Champion;35000000.0
The Craft;United States;55600000.0; Andrew  Fleming;15000000.0
The Crossing Guard;United States;868979.0; Sean  Penn;9000000.0
The Crow: City of Angels;United States;25300000.0; Tim  Pope;
The Crucible;United States;7343114.0; Nicholas  Hytner;25000000.0
The Cure;United States;2570000.0; Peter  Horton;3000000.0
The Curse of Michael Myers;United States;15100000.0; Joe  Chappelle;5000000.0
The Day the Earth Stood Still;United States;1850000.0; Robert  Wise;995000.0
The Daytrippers;Canada;2084559.0; Greg  Mottola;
The Daytrippers;United States;2084559.0; Greg  Mottola;
The Deer Hunter;United States;49000000.0; Michael  Cimino;15000000.0
The Designated Mourner;United Kingdom;63000.0; David  Hare  (playwright);
The Designated Mourner;United Kingdom;63000.0;David Hare (playwright);
The Devil's Own;United States;140807547.0; Alan  J.  Pakula;86000000.0
The Doom Generation;France;284785.0; Gregg  Araki;800000.0
The Doom Generation;France;284785.0; Gregg  Araki;800000.0
The Doom Generation;France;284785.0; Gregg  Araki;800000.0
The Doom Generation;United States;284785.0; Gregg  Araki;800000.0
The Doom Generation;United States;284785.0; Gregg  Araki;800000.0
The Doom Generation;United States;284785.0; Gregg  Araki;800000.0
The Doors;United States;34400000.0; Oliver  Stone;32000000.0
The Edge;United States;43300000.0; Lee  Tamahori;
The Endless Summer II;United States;;Bruce Brown;
The English Patient;United Kingdom;232000000.0; Anthony  Minghella;27.0
The English Patient;United Kingdom;232000000.0; Anthony  Minghella;27.0
The English Patient;United States;232000000.0; Anthony  Minghella;27.0
The English Patient;United States;232000000.0; Anthony  Minghella;27.0
The Evening Star;United States;12767815.0; Robert  Harling  (writer);20000000.0
The Eye of Vichy;France;;Claude Chabrol;
The Fan;United States;18600000.0; Tony  Scott;55000000.0
The Fifth Element;France;263900000.0; Luc  Besson;90000000.0
The Firm;United States;270200000.0; Sydney  Pollack;42000000.0
The First Wives Club;United States;181000000.0; Hugh  Wilson  (director);26000000.0
The Flintstones;United States;341600000.0; Brian  Levant;46000000.0
The Fog;United States;21300000.0; John  Carpenter;1100000.0
The Forbidden Christ;Italy;;Curzio Malaparte;
The Fox and the Hound;United States;63500000.0;Art Stevens;12000000.0
The Fox and the Hound;United States;63500000.0;Art Stevens;12000000.0
The Fox and the Hound;United States;63500000.0;Art Stevens;12000000.0
The Fox and the Hound;United States;63500000.0;Art Stevens;12000000.0
The Fox and the Hound;United States;63500000.0;Ted Berman;12000000.0
The Fox and the Hound;United States;63500000.0;Ted Berman;12000000.0
The Fox and the Hound;United States;63500000.0;Ted Berman;12000000.0
The Fox and the Hound;United States;63500000.0;Ted Berman;12000000.0
The Fox and the Hound;United States;63500000.0;Richard Rich;12000000.0
The Fox and the Hound;United States;63500000.0;Richard Rich;12000000.0
The Fox and the Hound;United States;63500000.0;Richard Rich;12000000.0
The Fox and the Hound;United States;63500000.0;Richard Rich;12000000.0
The Frighteners;New Zealand;29300000.0; Peter  Jackson;26000000.0
The Frighteners;New Zealand;29300000.0; Peter  Jackson;26000000.0
The Frighteners;New Zealand;29300000.0; Peter  Jackson;26000000.0
The Frighteners;United States;29300000.0; Peter  Jackson;26000000.0
The Frighteners;United States;29300000.0; Peter  Jackson;26000000.0
The Frighteners;United States;29300000.0; Peter  Jackson;26000000.0
The Fugitive;United States;368900000.0; Andrew  Davis  (director);44000000.0
The Full Monty;United Kingdom;258000000.0; Peter  Cattaneo;3500000.0
The Funeral;United States;1412799.0; Abel  Ferrara;12500000.0
The Garden of the Finzi-Continis;Italy;;Vittorio De Sica;
The Garden of the Finzi-Continis;West Germany;;Vittorio De Sica;
The Gay Divorcee;United States;1800000.0; Mark  Sandrich;520000.0
The Getaway;United States;30000000.0; Roger  Donaldson;37000000.0
The Ghost and Mrs. Muir;United States;;Joseph L. Mankiewicz;
The Ghost and the Darkness;United States;75000000.0; Stephen  Hopkins  (director);55000000.0
The Glass Shield;United States;3300000.0; Charles  Burnett  (director);
The Glimmer Man;United States;20351264.0; John  Gray  (director);
The Godfather;United States;246.0; Francis  Ford  Coppola;6.0
The Godfather Part II;United States;48.0; Francis  Ford  Coppola;13000000.0
The Good, the Bad and the Ugly;Italy;25100000.0; Sergio  Leone;1200000.0
The Graduate;United States;;Mike Nichols;
The Grass Harp;United States;559677.0; Charles  Matthau;8000000.0
The Great Dictator;United States;3500000.0; Charlie  Chaplin;2000000.0
The Great Escape;United States;11700000.0; John  Sturges;3800000.0
The Great Race;United States;25333333.0; Blake  Edwards;12000000.0
The Great White Hype;United States;;Reginald Hudlin;
The Grifters;United States;13400000.0; Stephen  Frears;
The Horse Whisperer;United States;186900000.0; Robert  Redford;75000000.0
The Horseman on the Roof;France;23.0; Jean-Paul  Rappeneau;26.0
The Hour of the Pig; United Kingdom;;Leslie Megahey;
The Hour of the Pig; France;;Leslie Megahey;
The House of the Spirits;Denmark;6265311.0; Bille  August;40000000.0
The House of the Spirits;Denmark;6265311.0; Bille  August;40000000.0
The House of the Spirits;Denmark;6265311.0; Bille  August;40000000.0
The House of the Spirits;Germany;6265311.0; Bille  August;40000000.0
The House of the Spirits;Germany;6265311.0; Bille  August;40000000.0
The House of the Spirits;Germany;6265311.0; Bille  August;40000000.0
The House of the Spirits;Portugal;6265311.0; Bille  August;40000000.0
The House of the Spirits;Portugal;6265311.0; Bille  August;40000000.0
The House of the Spirits;Portugal;6265311.0; Bille  August;40000000.0
The House of Yes;United States;626057.0; Mark  Waters;1500000.0
The House of Yes;United States;626057.0;Mark Waters;1500000.0
The Howling;United States;;Joe Dante;
The Hudsucker Proxy;United Kingdom;11000000.0; Coen  brothers;25000000.0
The Hudsucker Proxy;United Kingdom;11000000.0; Coen  brothers;25000000.0
The Hudsucker Proxy;United States;11000000.0; Coen  brothers;25000000.0
The Hudsucker Proxy;United States;11000000.0; Coen  brothers;25000000.0
The Hunchback of Notre Dame;United States;325300000.0;Gary Trousdale;70000000.0
The Hunchback of Notre Dame;United States;325300000.0;Gary Trousdale;70000000.0
The Hunchback of Notre Dame;United States;325300000.0;Gary Trousdale;70000000.0
The Hunchback of Notre Dame;United States;325300000.0;Kirk Wise;70000000.0
The Hunchback of Notre Dame;United States;325300000.0;Kirk Wise;70000000.0
The Hunchback of Notre Dame;United States;325300000.0;Kirk Wise;70000000.0
The Hunt for Red October;United States;200500000.0; John  McTiernan;30000000.0
The Hunted;United States;6600000.0; J.  F.  Lawton;25000000.0
The Hunted;United States;6600000.0;J. F. Lawton;25000000.0
The Ice Storm;United States;8000000.0; Ang  Lee;18000000.0
The Indian in the Cupboard;United Kingdom;35700000.0; Frank  Oz;45000000.0
The Indian in the Cupboard;United Kingdom;35700000.0; Frank  Oz;45000000.0
The Indian in the Cupboard;United States;35700000.0; Frank  Oz;45000000.0
The Indian in the Cupboard;United States;35700000.0; Frank  Oz;45000000.0
The Inkwell;United States;8880705.0; Matty  Rich;8000000.0
The Innocent;Germany / United Kingdom;553000.0; John  Schlesinger;
The Innocents;United Kingdom;1200000.0; Jack  Clayton;430000.0
The Innocents;United Kingdom;1200000.0; Jack  Clayton;430000.0
The Innocents;United States;1200000.0; Jack  Clayton;430000.0
The Innocents;United States;1200000.0; Jack  Clayton;430000.0
The Island of Dr. Moreau;United States;49600000.0; John  Frankenheimer;40000000.0
The Jackal;United States;159300000.0; Michael  Caton-Jones;60000000.0
The Jerky Boys: The Movie;United States;7600000.0; James  Melkonian;8000000.0
The Journey of August King;United States;14381.0; John  Duigan;
The Joy Luck Club;United States;32900000.0; Wayne  Wang;10500000.0
The Jungle Book 2;Australia;135700000.0;Steve Trenbirth;20000000.0
The Jungle Book 2;Australia;135700000.0;Steve Trenbirth;20000000.0
The Jungle Book 2;United States;135700000.0;Steve Trenbirth;20000000.0
The Jungle Book 2;United States;135700000.0;Steve Trenbirth;20000000.0
The Juror;United States;22700000.0; Brian  Gibson  (director);44000000.0
The Killer;Hong Kong;;John Woo;
The Killer;;;John Woo;
The Killing Fields;United Kingdom;;Roland Joffé;
The Land Before Time III:;United States;;Roy Allen Smith;
The Last of the Mohicans;United States;143000000.0; Michael  Mann;40000000.0
The Last Supper;United States;459749.0; Stacy  Title;
The Last Time I Committed Suicide;United States;46362.0; Stephen  Kay;4000000.0
The Last Time I Saw Paris;United States;4940000.0; Richard  Brooks;1960000.0
The Lawnmower Man;Japan;32100000.0; Brett  Leonard;10000000.0
The Lawnmower Man;Japan;32100000.0; Brett  Leonard;10000000.0
The Lawnmower Man;Japan;32100000.0; Brett  Leonard;10000000.0
The Lawnmower Man;United Kingdom;32100000.0; Brett  Leonard;10000000.0
The Lawnmower Man;United Kingdom;32100000.0; Brett  Leonard;10000000.0
The Lawnmower Man;United Kingdom;32100000.0; Brett  Leonard;10000000.0
The Lawnmower Man;United States;32100000.0; Brett  Leonard;10000000.0
The Lawnmower Man;United States;32100000.0; Brett  Leonard;10000000.0
The Lawnmower Man;United States;32100000.0; Brett  Leonard;10000000.0
The Leading Man;United Kingdom;18012.0; John  Duigan;
The Legend of Curly's Gold;United States;43000000.0; Paul  Weiland;40000000.0
The Leopard Man;United States;;Jacques Tourneur;
The Line King: The Al Hirschfeld Story;United States;;Susan Warms Dryfoos;
The Lion King;United States;968500000.0; Roger  Allers;45000000.0
The Lion King;United States;968500000.0; Roger  Allers;45000000.0
The Lion King;United States;968500000.0; Roger  Allers;45000000.0
The Lion King;United States;968500000.0; Rob  Minkoff;45000000.0
The Lion King;United States;968500000.0; Rob  Minkoff;45000000.0
The Lion King;United States;968500000.0; Rob  Minkoff;45000000.0
The Little Princess;United States;;Walter Lang;
The Little Rascals;United States;67300000.0; Penelope  Spheeris;
The Locusts;United States;;John Patrick Kelley;
The Long Kiss Goodnight;United States;;Renny Harlin;
The Lost World: Jurassic Park;United States;618600000.0; Steven  Spielberg;73000000.0
The Love Bug;United States;51264000.0; Robert  Stevenson  (director);5000000.0
The Low Life;United States;;George Hickenlooper;
The Madness of King George;United Kingdom;15200000.0; Nicholas  Hytner;
The Magic Hour;United States;;Michael Dimich;
The Magnificent Seven;United States;9750000.0; John  Sturges;2000000.0
The Maltese Falcon;United States;1800000.0; John  Huston;375000.0
The Man from Down Under;United States;1070000.0; Robert  Z.  Leonard;954000.0
The Man in the Iron Mask;United States;183000000.0; Randall  Wallace;35000000.0
The Man Who Knew Too Little;Germany;13700000.0; Jon  Amiel;20000000.0
The Man Who Knew Too Little;Germany;13700000.0; Jon  Amiel;20000000.0
The Man Who Knew Too Little;Germany;13700000.0; Jon  Amiel;20000000.0
The Man Who Knew Too Little;United States;13700000.0; Jon  Amiel;20000000.0
The Man Who Knew Too Little;United States;13700000.0; Jon  Amiel;20000000.0
The Man Who Knew Too Little;United States;13700000.0; Jon  Amiel;20000000.0
The Man Who Would Be King;United Kingdom;11000000.0; John  Huston;8000000.0
The Man Who Would Be King;United Kingdom;11000000.0; John  Huston;8000000.0
The Man Who Would Be King;United States;11000000.0; John  Huston;8000000.0
The Man Who Would Be King;United States;11000000.0; John  Huston;8000000.0
The Man Without a Face;United States;37000000.0; Mel  Gibson;
The Manchurian Candidate;United States;7700000.0; John  Frankenheimer;2200000.0
The Marine;United States;22200000.0;John Bonito;15000000.0
The Mark of Zorro;United States;2000000.0; Rouben  Mamoulian;1000000.0
The Mighty;United States;2700000.0; Peter  Chelsom;
The Mirror Has Two Faces;United States;82000000.0; Barbra  Streisand;
The Monster;France;;Roberto Benigni;
The Monster;Italy;;Roberto Benigni;
The Neon Bible;United Kingdom;78072.0; Terence  Davies;
The Neon Bible;United Kingdom;78072.0;Terence Davies;
The Net;United States;110600000.0; Irwin  Winkler;22000000.0
The NeverEnding Story III;Germany;5000000.0; Peter  MacDonald  (director);
The NeverEnding Story III;United States;5000000.0; Peter  MacDonald  (director);
The Newton Boys;United States;10452012.0; Richard  Linklater;27000000.0
The Next Karate Kid;United States;15800000.0; Christopher  Cain;12000000.0
The Night Flier;Italy;125397.0;Mark Pavia;
The Night Flier;United States;125397.0;Mark Pavia;
The Nightmare Before Christmas;United States;91500000.0; Henry  Selick;24000000.0
The Nutty Professor;United States;;Tom Shadyac;
The Object of My Affection;United States;46900000.0; Nicholas  Hytner;15000000.0
The Old Lady Who Walked in the Sea;France;;Laurent Heynemann;
The Old Man and the Sea;United States;;John Sturges;
The Omen;United Kingdom;;Richard Donner;
The Omen;United States;;Richard Donner;
The Omen;;;Richard Donner;
The Outlaw;United States;5075000.0; Howard  Hughes;3400000.0
The Pagemaster;United States;13700000.0;Joe Johnston;34000000.0
The Pagemaster;United States;13700000.0;Joe Johnston;34000000.0
The Pagemaster;United States;13700000.0;Joe Johnston;34000000.0
The Pagemaster;United States;13700000.0;Maurice Hunt;34000000.0
The Pagemaster;United States;13700000.0;Maurice Hunt;34000000.0
The Pagemaster;United States;13700000.0;Maurice Hunt;34000000.0
The Pallbearer;United States;8000000.0; Matt  Reeves;5000000.0
The Parent Trap;United States;25100000.0; David  Swift  (director);
The Peacemaker;United States;110400000.0; Mimi  Leder;50000000.0
The People vs. Larry Flynt;United States;43000000.0; Miloš  Forman;35000000.0
The Perez Family;United States;2832826.0; Mira  Nair;11000000.0
The Pest;United States;3600000.0; Paul  Miller  (TV  director);8000000.0
The Phantom;Australia;23500000.0; Simon  Wincer;45000000.0
The Phantom;Australia;23500000.0; Simon  Wincer;45000000.0
The Phantom;Australia;23500000.0; Simon  Wincer;45000000.0
The Phantom;United States;23500000.0; Simon  Wincer;45000000.0
The Phantom;United States;23500000.0; Simon  Wincer;45000000.0
The Phantom;United States;23500000.0; Simon  Wincer;45000000.0
The Philadelphia Story;United States;3300000.0; George  Cukor;914000.0
The Piano;Australia;140000000.0; Jane  Campion;7000000.0
The Piano;Australia;140000000.0; Jane  Campion;7000000.0
The Piano;Australia;140000000.0; Jane  Campion;7000000.0
The Piano;France;140000000.0; Jane  Campion;7000000.0
The Piano;France;140000000.0; Jane  Campion;7000000.0
The Piano;France;140000000.0; Jane  Campion;7000000.0
The Piano;New Zealand;140000000.0; Jane  Campion;7000000.0
The Piano;New Zealand;140000000.0; Jane  Campion;7000000.0
The Piano;New Zealand;140000000.0; Jane  Campion;7000000.0
The Pillow Book;Netherlands;2400000.0; Peter  Greenaway;
The Pillow Book;France;2400000.0; Peter  Greenaway;
The Pillow Book;Luxembourg;2400000.0; Peter  Greenaway;
The Pillow Book;United Kingdom;2400000.0; Peter  Greenaway;
The Pompatus of Love;United States;;Richard Schenkman;
The Portrait of a Lady;United Kingdom;3700000.0; Jane  Campion;
The Portrait of a Lady;United States;3700000.0; Jane  Campion;
The Postman;United States;;Kevin Costner;
The Preacher's Wife;United States;48100000.0; Penny  Marshall;
The Preacher's Wife;United States;48100000.0;Penny Marshall;
The Princess Bride;United States;30900000.0; Rob  Reiner;16000000.0
The Prophecy;United States;16100000.0; Gregory  Widen;
The Prophecy II;United States;;Greg Spence;
The Puppet Masters;United States;8647042.0;Stuart Orme;
The Quest;United States;57400000.0; Jean-Claude  Van  Damme;
The Quick and the Dead;United States;28000000.0; Sam  Raimi;35000000.0
The Quick and the Dead;United States;18600000.0; Sam  Raimi;35000000.0
The Quick and the Dead;United States;46600000.0; Sam  Raimi;35000000.0
The Quiet Man;United States;;John Ford;
The Rainmaker;United States;45900000.0; Francis  Ford  Coppola;40000000.0
The Ref;United States;11000000.0; Ted  Demme;
The Relic;United States;48024912.0; Peter  Hyams;40000000.0
The Relic;United States;48024912.0; Peter  Hyams;60000000.0
The Reluctant Debutante;United States;2980000.0; Vincente  Minnelli;2250000.0
The Replacement Killers;United States;19200000.0; Antoine  Fuqua;30000000.0
The Return of Martin Guerre; Cinema of France;;Daniel Vigne;
The Return of the Pink Panther;United Kingdom;75000000.0; Blake  Edwards;5000000.0
The Return of the Pink Panther;United Kingdom;75000000.0; Blake  Edwards;5000000.0
The Return of the Pink Panther;United States;75000000.0; Blake  Edwards;5000000.0
The Return of the Pink Panther;United States;75000000.0; Blake  Edwards;5000000.0
The Rich Man's Wife;United States;8543587.0; Amy  Holden  Jones;
The Right Stuff;United States;21100000.0; Philip  Kaufman;27000000.0
The River Wild;United States;94200000.0; Curtis  Hanson;45000000.0
The Road to Wellville;United States;6562513.0; Alan  Parker;25000000.0
The Rock;United States;335100000.0; Michael  Bay;75000000.0
The Run of the Country;United States;470768.0; Peter  Yates;
The Saint of Fort Washington;United States;134454.0; Tim  Hunter  (director);10000000.0
The Santa Clause;United States;189800000.0; John  Pasquin;22000000.0
The Scarlet Letter;United States;10400000.0; Roland  Joffé;46000000.0
The Scarlet Letter;United States;10400000.0; Roland  Joffé;
The Search for One-eye Jimmy;United States;71314.0;Sam Henry Kass;
The Second Jungle Book:;United States;346056.0; Dee  McLachlan;
The Secret Adventures of Tom Thumb;United Kingdom;;Dave Borthwick;
The Secret Garden;Poland;40000000.0;Agnieszka Holland;
The Secret Garden;United Kingdom;40000000.0;Agnieszka Holland;
The Secret Garden;United States;40000000.0;Agnieszka Holland;
The Secret of Roan Inish;Ireland;6159269.0; John  Sayles;5700000.0
The Secret of Roan Inish;Ireland;6159269.0; John  Sayles;5700000.0
The Secret of Roan Inish;United States;6159269.0; John  Sayles;5700000.0
The Secret of Roan Inish;United States;6159269.0; John  Sayles;5700000.0
The Secret Tent;United Kingdom;;Don Chaffey;
The Seventh Seal;Sweden;;Ingmar Bergman;
The Shadow;United States;48000000.0; Russell  Mulcahy;40000000.0
The Shaggy Dog;United States;12300000.0; Charles  Barton  (director);1000000.0
The Shaggy Dog;United States;12300000.0; Charles  Barton  (director);1250000.0
The Shawshank Redemption;United States;58300000.0; Frank  Darabont;25000000.0
The Shining;United Kingdom;47000000.0; Stanley  Kubrick;19000000.0
The Shining;United Kingdom;47000000.0; Stanley  Kubrick;19000000.0
The Shining;United Kingdom;47000000.0; Stanley  Kubrick;19000000.0
The Shining;United States;47000000.0; Stanley  Kubrick;19000000.0
The Shining;United States;47000000.0; Stanley  Kubrick;19000000.0
The Shining;United States;47000000.0; Stanley  Kubrick;19000000.0
The Shooter;Czech Republic;;Ted Kotcheff;
The Shooter;France;;Ted Kotcheff;
The Shooter;Spain;;Ted Kotcheff;
The Shooter;United Kingdom;;Ted Kotcheff;
The Shooter;United States;;Ted Kotcheff;
The Show;United States;2702578.0; Brian  Robbins;
The Silence of the Lambs;United States;272700000.0; Jonathan  Demme;19000000.0
The Silences of the Palace;Tunisia;;Moufida Tlatli;
The Sound of Music;United States;286200000.0; Robert  Wise;8200000.0
The Spanish Prisoner;United States;13800000.0; David  Mamet;10000000.0
The Specialist;United States;170400000.0; Luis  Llosa;45000000.0
The Spitfire Grill;United States;12643776.0; Lee  David  Zlotoff;6000000.0
The Stars Fell on Henrietta;United States;99318.0; James  Keach;
The Sting;United States;159600000.0; George  Roy  Hill;5500000.0
The Stupids;Canada;2500000.0; John  Landis;25000000.0
The Stupids;Canada;2500000.0; John  Landis;25000000.0
The Stupids;Canada;2500000.0; John  Landis;25000000.0
The Stupids;United Kingdom;2500000.0; John  Landis;25000000.0
The Stupids;United Kingdom;2500000.0; John  Landis;25000000.0
The Stupids;United Kingdom;2500000.0; John  Landis;25000000.0
The Stupids;United States;2500000.0; John  Landis;25000000.0
The Stupids;United States;2500000.0; John  Landis;25000000.0
The Stupids;United States;2500000.0; John  Landis;25000000.0
The Substitute;United States;14818176.0; Robert  Mandel;
The Sum of Us;Australia;3827456.0; Kevin  Dowling  (director);
The Sum of Us;Australia;3827456.0;Geoff Burton;
The Swan Princess;United States;9800000.0; Richard  Rich  (filmmaker);21000000.0
The Sweet Hereafter;Canada;3300000.0; Atom  Egoyan;5000000.0
The Tango Lesson;Argentina;;Sally Potter;
The Tango Lesson;France;;Sally Potter;
The Tango Lesson;Germany;;Sally Potter;
The Tango Lesson;Netherlands;;Sally Potter;
The Tango Lesson;United Kingdom;;Sally Potter;
The Terminator;United States;78300000.0; James  Cameron;6400000.0
The Terminator;United States;78300000.0; James  Cameron;6400000.0
The Thin Man;United States;;W. S. Van Dyke;
The Third Man;United Kingdom;277549.0; Carol  Reed;
The Three Caballeros;United States;3355000.0;Bill Roberts;
The Three Caballeros;United States;3355000.0;Clyde Geronimi;
The Three Caballeros;United States;3355000.0;Harold Young;
The Three Caballeros;United States;3355000.0;Jack Kinney;
The Three Caballeros;United States;3355000.0;Norman Ferguson;
The Three Caballeros;United States;3355000.0;Sequence Directors;
The Three Musketeers;Austria;53900000.0; Stephen  Herek;30000000.0
The Three Musketeers;Austria;53900000.0; Stephen  Herek;30000000.0
The Three Musketeers;United States;53900000.0; Stephen  Herek;30000000.0
The Three Musketeers;United States;53900000.0; Stephen  Herek;30000000.0
The Tie That Binds;United States;5772529.0; Wesley  Strick;14000000.0
The Time of the Great Giving;United States;;Roy Allen Smith;
The Tin Drum;France;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;France;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;France;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;France;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;France;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;France;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;France;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;France;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Poland;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Poland;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Poland;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Poland;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Poland;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Poland;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Poland;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Poland;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;West Germany;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;West Germany;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;West Germany;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;West Germany;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;West Germany;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;West Germany;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;West Germany;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;West Germany;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Yugoslavia;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Yugoslavia;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Yugoslavia;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Yugoslavia;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Yugoslavia;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Yugoslavia;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Yugoslavia;13000000.0; Volker  Schlöndorff;3000000.0
The Tin Drum;Yugoslavia;13000000.0; Volker  Schlöndorff;3000000.0
The Transformers: The Movie;Japan;;Nelson Shin;
The Transformers: The Movie;United States;;Nelson Shin;
The Transformers: The Movie;;;Nelson Shin;
The Treasure of the Sierra Madre;United States;4100000.0; John  Huston;2500000.0
The Trigger Effect;United States;3600000.0; David  Koepp;8000000.0
The Truman Show;United States;264100000.0; Peter  Weir;60000000.0
The Truth About Cats & Dogs;United States;34073143.0; Michael  Lehmann;
The Umbrellas of Cherbourg;France;7600000.0; Jacques  Demy;
The Umbrellas of Cherbourg;West Germany;7600000.0; Jacques  Demy;
The Unbearable Lightness of Being;United States;10000000.0; Philip  Kaufman;17000000.0
The Underneath;United States;536023.0; Steven  Soderbergh;6500000.0
The Usual Suspects;Germany;;Bryan Singer;
The Usual Suspects;United States;;Bryan Singer;
The Van;Ireland;712095.0; Stephen  Frears;
The Walking Dead;United States;6014341.0; Preston  A.  Whitmore  II;
The War Room;United States;901668.0; Chris  Hegedus;
The War Room;United States;901668.0; D.  A.  Pennebaker;
The Wedding Singer;United States;123300000.0; Frank  Coraci;18000000.0
The White Balloon;Iran;;Jafar Panahi;
The Whole Wide World;United States;375757.0; Dan  Ireland;1300000.0
The Wild Bunch;United States;11000000.0; Sam  Peckinpah;6000000.0
The Wings of the Dove;United Kingdom;17000000.0; Iain  Softley;
The Wings of the Dove;United States;17000000.0; Iain  Softley;
The Winter Guest;United Kingdom;1300000.0; Alan  Rickman;
The Wizard of Oz;United States;29700000.0; Victor  Fleming;2800000.0
The Woman in Question;United Kingdom;;Anthony Asquith;
The Women;United States;2270000.0; George  Cukor;1688000.0
The Women;United States;2270000.0;George Cukor;1688000.0
The World of Apu;India;75.0;Satyajit Ray;
The Wrong Trousers;United Kingdom;;Nick Park;
The Young Poisoner's Handbook;United Kingdom;330466.0; Benjamin  Ross;
Theodore Rex;United States;;Jonathan Betuel;
They Made Me a Criminal;United States;;Busby Berkeley;
Things to Do in Denver When You're Dead;United States;529677.0; Gary  Fleder;8000000.0
Thinner;United States;15300000.0; Tom  Holland  (filmmaker);14000000.0
Thirty Two Short Films About Glenn Gould;Canada;1300000.0; François  Girard;
This Is Spinal Tap;United States;4700000.0; Rob  Reiner;2000000.0
Three Lives and Only One Death;France;;Raúl Ruiz (director);
Three Wishes;United States;7025496.0; Martha  Coolidge;10000000.0
Tie Me Up! Tie Me Down!;Spain;8000000.0; Pedro  Almodóvar;
Timecop;United States;101600000.0; Peter  Hyams;27000000.0
Tin Cup;United States;75800000.0; Ron  Shelton;45000000.0
Tin Men;United States;25400000.0; Barry  Levinson;11000000.0
Titanic;United States;2202000000.0; James  Cameron;200000000.0
T-Men;United States;2500000.0; Anthony  Mann;450000.0
T-Men;United States;2500000.0; Anthony  Mann;424000.0
T-Men;United States;2500000.0; Anthony  Mann;450000.0
T-Men;United States;2500000.0; Anthony  Mann;424000.0
To Be or Not to Be;United States;1500000.0; Ernst  Lubitsch;1200000.0
To Catch a Thief;United States;4500000.0; Alfred  Hitchcock;2500000.0
To Catch a Thief;United States;4500000.0; Alfred  Hitchcock;2500000.0
To Catch a Thief;United States;8750000.0; Alfred  Hitchcock;2500000.0
To Catch a Thief;United States;8750000.0; Alfred  Hitchcock;2500000.0
To Die For;Canada;21300000.0; Gus  Van  Sant;20000000.0
To Die For;Canada;21300000.0; Gus  Van  Sant;20000000.0
To Die For;Canada;21300000.0; Gus  Van  Sant;20000000.0
To Die For;Canada;21300000.0; Gus  Van  Sant;20000000.0
To Die For;United Kingdom;21300000.0; Gus  Van  Sant;20000000.0
To Die For;United Kingdom;21300000.0; Gus  Van  Sant;20000000.0
To Die For;United Kingdom;21300000.0; Gus  Van  Sant;20000000.0
To Die For;United Kingdom;21300000.0; Gus  Van  Sant;20000000.0
To Die For;United States;21300000.0; Gus  Van  Sant;20000000.0
To Die For;United States;21300000.0; Gus  Van  Sant;20000000.0
To Die For;United States;21300000.0; Gus  Van  Sant;20000000.0
To Die For;United States;21300000.0; Gus  Van  Sant;20000000.0
To Gillian on Her 37th Birthday;United States;4100000.0; Michael  Pressman;
To Kill a Mockingbird;United States;13100000.0; Robert  Mulligan;2000000.0
To Wong Foo, Thanks for Everything! Julie Newmar;United States;;Beeban Kidron;
Tokyo Fist;Japan;;Shinya Tsukamoto;
Tom & Viv;United Kingdom;538534.0; Brian  Gilbert  (director);7000000.0
Tom & Viv;United Kingdom;538534.0; Brian  Gilbert  (director);7000000.0
